"id","submitdate","lastpage","startlanguage","seed","startdate","datestamp","refurl","CONTMEDF.MEDF.","CONTMEDP.MEDPOS1.","CONTMEDP.MEDPOS2.","CONTMEDP.MEDPOS4.","CONTMEDAIUTARSI.MEDAMB.","CONTMEDN.MEDNEG1.","CONTMEDN.MEDNEG2.","CONTMEDN.MEDNEG3.","CONTMEDN2.MC1.","CONTMEDN2.MEDNEG4.","CONTINDF.INDF.","CONTINDVP.INDPOS1.","CONTINDVP.INDPOS2.","CONTINDVP.INDPOS3.","CONTINDVN.INDNEG1.","CONTINDVN.INDNEG2.","CONTINDVN.INDNEG3.","CONTDF.DF.","CONTDPOS.DPOS1.","CONTDPOS.DPOS2.","CONTDPOS.DPOS3.","CONTDNEG.DNEG1.","CONTDNEG.DNEG2.","CONTDNEG.DNEG3.","JMC0.JMC1.","JMC0.JMC2.","JMC0.JMC3.","JMC0.JMC4.","JMC0.JMC5.","JMC0.JMC6.","JMC0.JMC7.","JMC0.JMC8.","ROM0.ROM1.","ROM0.ROM2.","ROM0.ROM3.","ROM0.ROM4.","ATCOS0.ATCOS1.","ATCOS0.MC2.","ATCOS0.ATCOS2.","ATCOS0.ATCOS3.","ATCOS0.ATCOS4.","SCB0.SCB1.","SCB0.SCB2.","SCB0.SCB3.","SCB0.SCB4.","MIN0.THREAT1.","MIN0.THREAT2.","MIN0.THREAT3.","MIN0.THREAT4.","MIN0.THREAT5.","ONORE0.ONORE1.","ONORE0.ONORE2.","ONORE0.ONORE3.","ONORE0.ONORE4.","ONORE0.ONORE5.","ONORE0.ONORE6.","ONORE0.ONORE7.","ONORE0.ONORE8.","INT0.INT1.","INT0.INT2.","INT0.MC3.","INT0.INT3.","INT0.INT4.","METAATT.META1.","METAATT.META2.","METAATT.META3.","METAATT.META4.","CAMPCONTR1","CAMPCONTR2","SESSO","ETA","ISTR","Occupazione"
167,"",11,"it",2044890565,"2023-04-27 22:25:09","2023-04-27 22:38:08","",4,1,1,2,4,2,1,2,5,2,2,1,3,2,2,1,2,3,3,1,3,2,1,1,2,2,3,1,6,1,4,2,1,1,1,2,1,3,2,2,3,4,3,2,1,1,2,1,2,1,2,2,3,6,2,2,1,1,"A3","A2","A2","A3","A2",2,1,1,2,NA,NA,NA,NA,NA,""
168,"2023-04-27 22:43:20",12,"it",231214301,"2023-04-27 22:29:04","2023-04-27 22:43:20","",4,2,2,2,2,4,4,4,2,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,7,7,2,2,2,7,2,1,7,7,1,1,4,1,1,1,1,7,1,1,7,7,7,7,7,3,5,3,1,5,1,3,4,"A4","A7","A6","A4","A7",1,1,1,1,1,2,0,51,4,"Insegnante"
169,"",NA,"it",1290149568,"2023-04-27 22:29:50","2023-04-27 22:29:50","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,""
170,"",NA,"it",556649105,"2023-04-27 22:34:12","2023-04-27 22:34:12","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,""
171,"",1,"it",787496921,"2023-04-27 22:35:55","2023-04-27 22:38:35","",4,2,4,2,2,7,7,7,2,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,""
172,"",NA,"it",649600159,"2023-04-27 22:37:05","2023-04-27 22:37:05","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,""
173,"2023-04-27 23:15:24",12,"it",1342296980,"2023-04-27 22:40:20","2023-04-27 23:15:24","",4,2,2,2,1,5,4,5,2,7,1,1,1,1,1,1,2,1,1,1,1,1,1,1,4,3,3,1,1,1,4,4,2,7,4,1,2,4,1,1,1,6,7,6,1,7,7,7,5,7,1,5,1,5,6,3,2,2,"A4","A3","A6","A4","A3",2,2,2,2,1,1,1,26,4,""
174,"",3,"it",450803569,"2023-04-27 22:52:13","2023-04-27 22:54:39","",3,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,""
175,"2023-04-27 23:04:57",12,"it",429292347,"2023-04-27 22:52:57","2023-04-27 23:04:57","",3,3,3,3,5,5,5,3,2,4,2,2,5,1,2,1,1,3,1,1,1,4,5,1,1,1,1,1,1,2,1,1,1,7,6,1,1,4,1,1,1,7,7,7,2,7,7,7,7,7,2,2,1,1,2,6,2,1,"A7","A1","A6","A1","A2",2,2,1,2,1,1,1,23,3,"studentessa "
176,"2023-04-27 23:03:31",12,"it",1117827352,"2023-04-27 22:53:01","2023-04-27 23:03:31","",7,7,7,7,4,7,7,7,2,7,7,7,7,7,7,7,7,2,1,1,1,4,1,1,1,5,1,1,1,1,1,1,1,7,1,1,1,4,1,1,1,7,7,7,1,7,7,7,7,7,1,7,1,1,7,1,1,1,"A7","A7","A6","A7","A4",6,6,6,6,1,1,1,47,2,"Disoccupata"
177,"",NA,"it",418374971,"2023-04-27 22:58:12","2023-04-27 22:58:12","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,""
178,"",5,"it",1822325106,"2023-04-27 22:58:31","2023-04-27 23:05:19","",7,5,5,3,2,7,7,7,2,7,1,1,2,1,3,1,2,1,1,1,1,7,3,3,1,7,2,1,1,1,1,1,2,1,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,""
179,"2023-04-27 23:11:10",12,"it",664284104,"2023-04-27 23:00:03","2023-04-27 23:11:10","",2,4,3,3,2,4,4,4,2,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,4,1,3,1,1,1,1,4,1,1,1,7,7,7,1,4,7,1,1,7,1,4,4,7,5,1,1,4,"A4","A1","A6","A4","A4",1,1,1,1,1,1,1,32,2,"Impiegata "
180,"2023-04-27 23:16:57",12,"it",1003401602,"2023-04-27 23:06:02","2023-04-27 23:16:57","",2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,2,1,1,7,7,7,1,2,3,7,1,7,2,5,2,5,5,4,2,2,"A3","A1","A6","A3","A6",2,4,2,2,1,1,1,32,2,""
181,"2023-04-27 23:13:44",12,"it",407109426,"2023-04-27 23:06:21","2023-04-27 23:13:43","",2,3,1,1,1,3,3,3,2,3,1,1,1,1,1,2,1,1,1,1,1,2,1,1,2,5,3,1,1,5,5,2,1,1,1,1,2,4,2,1,1,4,7,4,1,7,7,7,7,7,1,1,1,2,1,1,1,1,"A7","A7","A6","A7","A6",1,2,1,1,1,1,1,24,4,"Studentessa "
182,"",NA,"it",1770167938,"2023-04-27 23:07:14","2023-04-27 23:07:14","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,""
183,"",NA,"it",1898227158,"2023-04-27 23:26:07","2023-04-27 23:26:07","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,""
184,"",NA,"it",830236083,"2023-04-27 23:52:56","2023-04-27 23:52:56","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,""
185,"2023-04-28 00:10:42",12,"it",624460764,"2023-04-28 00:05:53","2023-04-28 00:10:42","",3,4,2,3,3,2,3,3,2,2,1,1,1,1,2,1,1,2,2,2,2,2,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,"A2","A2","A2","A2","A2",4,4,4,4,1,2,0,23,2,""
186,"",8,"it",680533732,"2023-04-28 00:16:03","2023-04-28 00:30:44","",5,7,4,4,2,2,5,1,2,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,1,4,1,1,4,1,4,4,1,4,1,4,4,1,4,7,1,7,1,7,4,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,""
187,"2023-04-28 00:47:46",12,"it",1928606896,"2023-04-28 00:31:59","2023-04-28 00:47:46","",4,3,2,3,2,3,4,2,2,4,7,6,1,3,3,3,2,2,2,4,2,2,1,1,5,4,1,4,1,1,1,1,6,2,3,1,1,4,5,1,1,7,6,6,1,7,7,6,7,4,1,4,1,4,1,4,1,4,"A7","A7","A6","A3","A7",3,3,3,3,1,1,0,26,4,"Disoccupato  a tratti Male"
188,"2023-04-28 01:39:53",12,"it",1277986246,"2023-04-28 01:15:21","2023-04-28 01:39:53","",4,5,6,1,1,1,1,1,2,1,3,3,5,3,1,1,1,2,1,1,3,1,1,1,3,6,5,4,3,4,5,4,4,5,5,4,4,4,4,4,4,5,5,5,4,6,6,7,5,5,4,4,4,4,7,4,7,5,"A2","A4","A6","A4","A2",7,4,4,4,1,1,0,78,2,"Pensionato "
189,"",1,"it",1413161505,"2023-04-28 01:20:52","2023-04-28 01:22:10","",4,4,4,4,1,6,6,7,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,""
190,"2023-04-28 03:19:39",12,"it",766406575,"2023-04-28 03:01:53","2023-04-28 03:19:39","",3,4,5,5,4,6,6,4,2,6,1,1,3,1,1,3,1,1,1,1,1,1,1,1,2,2,1,2,2,2,2,2,2,5,4,1,3,4,5,1,1,6,7,6,1,7,7,5,6,7,1,3,2,3,2,1,2,1,"A7","A2","A6","A2","A2",2,6,1,2,1,1,0,35,2,""
191,"",NA,"it",1009049919,"2023-04-28 05:32:58","2023-04-28 05:32:58","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,""
192,"2023-04-28 06:46:38",12,"it",401484420,"2023-04-28 06:16:05","2023-04-28 06:46:38","",1,1,1,1,1,7,7,7,2,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,4,2,1,1,4,1,1,1,7,7,7,1,6,7,7,7,4,1,6,2,6,6,2,2,1,"A7","A6","A6","A7","A7",1,1,1,1,1,1,0,58,2,"Bancario "
193,"2023-04-28 07:13:46",12,"it",595188637,"2023-04-28 06:51:39","2023-04-28 07:13:46","",2,2,2,2,2,7,6,7,2,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,6,1,1,1,4,1,1,1,6,7,6,1,6,7,6,7,7,1,7,1,6,2,1,1,1,"A7","A6","A6","A6","A6",1,1,1,1,1,1,0,58,2,"Bancario "
194,"2023-04-28 07:53:23",12,"it",226059385,"2023-04-28 07:32:35","2023-04-28 07:53:23","",4,4,4,4,4,4,4,4,2,5,3,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,4,7,4,4,7,4,7,4,4,4,7,1,1,5,5,4,1,"A4","A1","A6","A1","A2",1,1,1,1,1,1,1,61,2,"Casalinga "
195,"2023-04-28 07:46:44",12,"it",1471990599,"2023-04-28 07:36:06","2023-04-28 07:46:44","",7,7,7,7,4,7,7,7,2,7,4,1,3,3,4,1,2,1,1,1,1,5,4,7,1,1,1,1,1,1,1,1,6,4,5,1,1,4,1,1,1,7,1,7,1,6,5,7,7,5,1,4,1,4,1,1,1,1,"A5","A5","A6","A4","A1",1,1,1,1,1,2,1,34,3,"Infermiere "
196,"2023-04-28 08:03:22",12,"it",1148104084,"2023-04-28 07:46:51","2023-04-28 08:03:22","",2,2,2,2,1,1,1,1,2,1,1,1,2,3,1,1,1,1,1,1,1,1,1,1,1,5,2,4,1,1,4,1,4,5,5,1,1,4,2,1,3,6,6,7,2,4,4,5,5,4,1,4,1,6,1,2,1,6,"A2","A2","A6","A1","A2",4,4,4,4,1,1,1,23,3,"Studentessa"
197,"",NA,"it",1606955047,"2023-04-28 07:51:02","2023-04-28 07:51:02","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,""
198,"2023-04-28 08:22:12",12,"it",983252376,"2023-04-28 08:12:26","2023-04-28 08:22:12","",2,3,3,3,3,5,5,4,2,5,2,1,1,1,3,1,2,1,1,1,1,6,3,1,2,1,1,1,1,1,5,1,1,1,1,1,1,4,4,1,1,6,1,3,1,7,7,7,7,7,1,4,1,1,2,1,1,1,"A6","A3","A6","A6","A3",1,6,5,1,1,2,1,25,4,"Ingegnere "
199,"2023-04-28 08:38:52",12,"it",819306892,"2023-04-28 08:31:07","2023-04-28 08:38:52","",4,4,4,4,4,3,1,5,2,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,4,3,3,2,1,1,1,2,1,2,1,1,4,1,1,1,3,6,3,3,7,5,7,6,6,1,1,1,1,1,1,1,1,"A3","A7","A6","A3","A4",1,1,1,1,1,2,1,25,4,"Junior Account "
200,"",NA,"it",1271599684,"2023-04-28 08:32:06","2023-04-28 08:32:06","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,""
201,"",NA,"it",601129210,"2023-04-28 08:34:15","2023-04-28 08:34:15","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,""
202,"2023-04-28 08:57:43",12,"it",278227779,"2023-04-28 08:34:42","2023-04-28 08:57:43","",4,4,4,4,4,4,4,4,2,4,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,6,1,1,1,1,1,1,1,7,1,1,1,4,1,1,1,7,7,7,1,7,7,7,7,7,1,7,1,1,6,1,1,1,"A7","A6","A6","A3","A6",1,6,1,1,1,1,1,72,2,"Pensionata "
203,"2023-04-28 08:55:19",12,"it",2053723036,"2023-04-28 08:38:58","2023-04-28 08:55:19","",5,4,4,4,5,5,3,4,2,7,2,2,1,3,3,1,4,1,1,1,1,1,1,1,1,4,2,1,1,1,2,2,1,1,5,1,1,4,1,1,1,7,7,7,1,7,7,2,7,6,1,1,1,1,6,1,1,5,"A7","A7","A6","A4","A4",6,5,6,6,1,1,1,52,4,"Docente"
204,"",NA,"it",982314407,"2023-04-28 08:40:01","2023-04-28 08:40:01","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,""
205,"2023-04-28 09:06:47",12,"it",1195014130,"2023-04-28 08:55:28","2023-04-28 09:06:47","",4,3,3,2,1,4,3,4,2,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,3,1,3,3,5,1,5,4,1,1,4,1,1,1,7,7,7,1,7,7,7,7,7,1,1,1,1,5,4,3,1,"A7","A7","A6","A1","A4",1,1,5,1,1,1,1,54,4,"Libero professionista "
206,"2023-04-28 09:09:08",12,"it",1446240155,"2023-04-28 08:58:34","2023-04-28 09:09:08","",2,4,4,1,2,5,5,6,2,3,1,1,1,1,3,3,1,2,1,1,1,1,1,1,4,4,1,1,1,4,1,1,1,1,4,1,1,4,1,1,1,7,7,6,1,7,7,5,5,4,1,1,1,1,1,1,1,1,"A6","A7","A6","A3","A6",1,1,2,1,1,1,1,27,2,"Studentessa "
207,"2023-04-28 09:20:47",12,"it",1537166839,"2023-04-28 09:11:18","2023-04-28 09:20:47","",4,3,3,3,1,6,7,7,2,7,2,1,1,1,2,2,2,2,1,1,1,5,2,2,4,5,4,3,1,4,5,5,1,1,1,1,1,4,5,1,1,5,7,5,1,6,4,7,6,6,1,4,1,4,4,3,1,4,"A5","A7","A6","A1","A6",1,5,2,1,1,1,1,31,4,"Impiegato in azienda "
208,"2023-04-28 09:39:44",12,"it",2001853491,"2023-04-28 09:18:07","2023-04-28 09:39:44","",3,1,1,1,2,3,3,7,2,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,7,1,5,1,2,6,4,1,7,6,1,1,4,1,1,1,7,7,7,1,7,7,7,7,7,4,5,4,2,5,4,5,1,"A7","A7","A6","A6","A6",1,1,1,1,1,1,1,21,2,"Studente "
209,"2023-04-28 09:40:12",12,"it",1797976315,"2023-04-28 09:28:02","2023-04-28 09:40:12","",4,6,6,6,6,6,6,6,2,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,4,1,1,1,4,1,1,1,7,6,4,6,5,4,6,4,5,1,1,1,4,1,1,1,4,"A7","A4","A6","A1","A7",1,1,1,1,1,1,1,57,4,""
210,"2023-04-28 10:12:33",12,"it",686493576,"2023-04-28 09:33:56","2023-04-28 10:12:33","",2,1,1,2,1,5,6,4,2,6,1,1,1,1,2,1,2,1,1,1,1,7,1,1,1,1,1,1,1,1,2,2,1,1,2,1,1,4,1,1,1,7,7,7,1,7,7,7,7,7,1,1,1,1,1,1,1,1,"A7","A7","A6","A6","A7",1,1,1,1,1,1,0,56,4,"Impiegato"
211,"2023-04-28 10:25:36",12,"it",906919995,"2023-04-28 09:57:37","2023-04-28 10:25:36","",4,3,3,3,2,3,3,3,2,4,1,1,1,1,5,4,3,1,1,1,1,3,1,1,1,4,1,4,1,1,1,5,1,1,1,1,1,4,1,1,1,7,7,6,1,7,7,7,7,7,1,1,1,1,4,1,1,1,"A7","A5","A6","A5","A5",2,4,1,1,1,2,1,30,2,"Studentessa"
212,"",8,"it",1651366361,"2023-04-28 10:01:58","2023-04-28 10:12:48","",7,7,7,7,7,4,4,4,2,6,4,1,5,3,2,2,4,1,1,1,1,3,2,3,3,6,3,3,1,3,1,1,1,7,2,1,1,4,1,1,1,7,7,7,1,7,7,7,7,7,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,""
213,"",NA,"it",990341254,"2023-04-28 10:02:57","2023-04-28 10:02:57","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,""
214,"",NA,"it",1865641910,"2023-04-28 10:03:19","2023-04-28 10:03:19","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,""
215,"",0,"it",1534825963,"2023-04-28 10:06:05","2023-04-28 10:06:26","",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,""
216,"2023-04-28 10:37:14",12,"it",658680742,"2023-04-28 10:24:21","2023-04-28 10:37:14","",4,2,2,2,3,6,6,6,2,5,3,1,1,1,3,1,3,4,3,4,3,3,1,2,4,2,2,3,1,1,1,1,1,5,3,1,1,4,1,1,1,5,7,3,1,7,6,7,7,7,1,1,1,1,3,1,1,4,"A7","A7","A6","A4","A7",1,1,1,1,1,1,0,24,3,"Logopedista e Barman "
217,"2023-04-28 11:01:47",12,"it",452307992,"2023-04-28 10:39:44","2023-04-28 11:01:47","",1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,6,6,5,2,3,4,4,1,1,1,1,1,4,1,1,1,4,1,1,1,7,7,7,1,5,7,4,7,5,1,1,1,2,1,1,1,1,"A4","A2","A6","A1","A3",1,2,1,1,1,1,0,25,2,"Disoccupato"
218,"2023-04-28 10:51:54",12,"it",204526745,"2023-04-28 10:43:43","2023-04-28 10:51:54","",2,2,2,2,2,2,3,2,2,2,3,2,3,4,1,1,4,1,1,1,1,1,1,1,1,5,6,4,1,3,1,3,1,4,4,1,1,4,4,1,1,7,7,7,1,6,6,7,6,4,1,1,1,4,4,1,1,1,"A6","A3","A6","A3","A3",4,1,1,4,1,1,1,24,2,"Impiegato"
219,"2023-04-28 10:57:59",12,"it",1314683928,"2023-04-28 10:44:02","2023-04-28 10:57:59","https://l.instagram.com/",4,3,3,4,4,2,5,6,2,5,7,1,1,1,3,5,1,6,3,1,1,3,2,2,4,4,4,3,4,5,5,4,1,7,4,4,1,4,1,1,1,6,7,3,1,7,4,7,7,7,1,1,1,1,1,1,1,1,"A7","A7","A6","A7","A7",5,5,5,5,1,1,1,26,3,"Educatrice "
220,"2023-04-28 10:53:04",12,"it",741451049,"2023-04-28 10:44:15","2023-04-28 10:53:04","",3,2,1,2,4,7,6,5,2,4,3,1,1,1,1,1,1,1,1,1,1,3,3,2,5,5,2,3,1,2,2,6,1,5,5,1,1,4,1,1,1,7,7,7,6,7,6,7,7,7,1,4,1,2,1,1,1,1,"A7","A3","A6","A1","A3",4,5,4,3,1,1,0,28,4,"Medico "
221,"2023-04-28 11:24:32",12,"it",2018059534,"2023-04-28 10:59:37","2023-04-28 11:24:32","",4,1,1,1,4,4,5,7,2,7,6,1,2,2,4,2,1,2,1,1,3,7,5,5,5,6,2,5,2,5,2,3,1,4,6,4,2,4,5,1,1,6,7,7,2,7,7,7,7,7,1,1,1,1,1,1,1,1,"A7","A6","A6","A5","A5",5,6,5,5,1,2,1,25,3,"Studentessa "
222,"",2,"it",550245125,"2023-04-28 11:01:54","2023-04-28 11:04:08","",7,1,1,1,1,1,1,7,2,7,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,""
223,"",NA,"it",1111300245,"2023-04-28 11:02:10","2023-04-28 11:02:10","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,""
224,"2023-04-28 11:20:00",12,"it",1422255410,"2023-04-28 11:06:52","2023-04-28 11:20:00","",1,1,1,1,1,5,5,3,2,4,1,1,1,1,1,1,1,1,1,1,1,4,1,1,3,3,3,3,2,2,2,2,3,3,5,1,1,4,1,1,1,6,7,6,1,6,7,7,7,6,1,2,1,1,6,2,1,1,"A7","A2","A6","A3","A2",1,5,1,1,1,1,2,21,2,""
